title,id,stage,creation,activity,components,assignee,status,message_count
Prevent installation on unsupported Windows versions,38704,4,2019-11-05.19:54:38,2020-01-28.09:44:15,"['7', '15']",None,1,5.0
IDLE should restart instead of hanging when subprocess exits,38695,4,2019-11-05.07:39:37,2019-11-14.10:52:49,['6'],155,1,1.0
Use f-strings instead of str.format within importlib,38693,4,2019-11-05.06:20:17,2020-10-19.19:33:13,[],252,1,3.0
Command line option with &/or without a space results in the same outcome,38690,None,2019-11-05.00:04:15,2019-11-05.10:49:07,['4'],12260,1,2.0
Expose 'adler32_combine' function from zlib,38687,4,2019-11-04.19:11:19,2019-11-04.19:14:20,['5'],None,1,1.0
struct timeval is not declared,38682,None,2019-11-04.09:36:12,2019-11-04.09:36:12,['15'],None,1,1.0
2to3 Conversion Result using BlankLine() can be Syntactically Incorrect,38681,4,2019-11-04.07:12:47,2019-11-09.05:52:30,['20'],None,1,1.0
"PyGILState_Release does not release gil correctly, resulting in deadlock",38680,None,2019-11-04.04:48:28,2019-11-21.12:50:43,['8'],None,1,9.0
"Improve scope example in Tutorial, chapter 9",38675,None,2019-11-03.20:32:41,2019-11-08.22:58:43,['4'],12260,1,2.0
mimetypes.init() fails if no access to one of known files,38672,2,2019-11-03.12:33:22,2019-11-24.18:34:02,['9'],None,1,4.0
pathlib.Path.resolve(strict=False) returns relative path on Windows if the entry does not exist,38671,4,2019-11-03.09:55:31,2019-12-27.18:53:54,['9'],None,1,1.0
can we accept os.PathLike objects within the subprocess args= list?,38670,3,2019-11-03.08:13:12,2019-11-14.23:00:19,[],None,1,1.0
Update os.path documentation regarding recommended types,38668,None,2019-11-02.17:41:04,2019-11-02.17:41:04,['4'],12260,1,1.0
Crash when running SQLAlchemy with pyodbc,38665,None,2019-11-01.17:56:46,2019-11-04.18:47:32,[],None,1,4.0
Untokenize does not round-trip ws before bs-nl,38663,2,2019-11-01.17:31:35,2019-11-03.22:08:12,[],None,1,5.0
Changes to tkinter result in (unexpected) widget map call return changes wrt. 3.7,38661,None,2019-11-01.14:32:27,2019-11-07.14:57:49,"['13', '15']",None,1,1.0
Checking if two regexes are equal should test if they are functionally equivalent,38660,None,2019-11-01.06:22:35,2019-11-01.08:43:53,['11'],None,1,5.0
enum classes cause slow startup time,38659,3,2019-11-01.01:12:48,2019-11-01.13:22:54,['9'],12590,1,2.0
mimetypes for python 3.7.5 fails to detect matroska video,38656,None,2019-10-31.19:05:11,2020-07-17.13:04:21,['9'],None,1,13.0
ipaddress.ip_network('0.0.0.0/0').is_private == True,38655,None,2019-10-31.14:04:51,2019-11-05.16:01:54,['9'],None,1,5.0
pkgutil.extend_path fails with zipped eggs if not at first place,38653,None,2019-10-31.11:28:28,2019-11-02.22:15:31,['9'],None,1,1.0
tkinter messagebox is sloppy,38649,None,2019-10-30.19:37:05,2020-01-16.01:27:02,['4'],12260,1,3.0
Why only the MacOSXOSAScript in webbrowser does not have the name property?,38647,None,2019-10-30.17:32:47,2019-10-30.17:32:47,"['9', '10']",None,1,1.0
Invalid check on the result of pthread_self() leads to libpython startup failure,38646,None,2019-10-30.17:29:23,2019-10-30.17:29:23,['8'],None,1,1.0
python3.7.3 seems to cause add-apt-repository to rejct or not find gi library,38642,None,2019-10-30.14:06:00,2019-11-01.03:31:39,[],None,1,1.0
Backtrace of exit phase of context managers,38638,None,2019-10-30.09:21:06,2019-10-30.09:21:06,['8'],None,1,1.0
shutil.copystat fails with PermissionError in WSL,38633,None,2019-10-29.14:34:38,2020-03-31.11:31:03,"['9', '15']",None,1,2.0
setup.py sdist should honor SOURCE_DATE_EPOCH,38632,4,2019-10-29.13:03:17,2020-05-23.19:34:54,['3'],None,1,2.0
Issue with ctypes in AIX,38628,None,2019-10-29.09:17:23,2020-08-16.16:30:56,['22'],None,1,33.0
SpooledTemporaryFile does not seek correctly after being rolled over,38625,None,2019-10-28.23:25:13,2019-11-26.01:48:04,['9'],None,1,4.0
"pathlib .suffix, .suffixes, .stem unexpected behavior for pathname with trailing dot",38624,None,2019-10-28.22:54:26,2019-10-29.01:59:29,['9'],None,1,1.0
Python documentation should mention how to find site-packages,38623,4,2019-10-28.22:39:25,2020-01-08.18:55:26,['4'],12260,1,13.0
Shell python-config --includes returns the same path twice,38620,None,2019-10-28.16:17:26,2019-10-29.16:09:10,['1'],None,1,2.0
[Doc] UUID.hex is lowercase,38619,None,2019-10-28.15:50:18,2019-10-28.17:49:28,"['4', '9']",12260,1,4.0
ElementTree.ParseError does not implement SyntaxError interface as expected,38611,None,2019-10-28.09:11:14,2019-10-30.02:12:26,['9'],None,1,2.0
Document that cprofile/profile only profile the main thread,38607,None,2019-10-27.18:18:43,2019-10-27.18:18:43,['4'],12260,1,1.0
inspect.getdoc could examine the __class__ cell for dynamically generated subclasses,38603,4,2019-10-27.15:24:34,2019-11-24.20:44:00,['9'],None,1,1.0
Deprecate creation of asyncio object when the loop is not running,38599,4,2019-10-27.07:08:05,2020-01-26.23:49:35,['30'],None,1,12.0
C Extension import limit,38597,4,2019-10-26.19:48:20,2020-05-16.18:43:09,['3'],None,1,22.0
simple example give a Linux core dumped with atk-bridge,38596,None,2019-10-26.08:45:04,2019-10-26.13:32:02,['8'],None,1,3.0
io.BufferedRWPair doc warning may need clarification,38595,None,2019-10-26.05:19:33,2019-10-26.05:30:22,['4'],12260,1,2.0
Python 3.7 does not catch infinite recursion for some values of sys.getrecursionlimit(),38593,None,2019-10-25.21:51:08,2020-01-15.17:26:12,['8'],None,1,4.0
Deprecate Process Child Watchers,38591,None,2019-10-25.19:23:29,2019-11-15.13:21:36,['30'],31554,1,22.0
argparse unexpected behavior with argument group inside mutually exclusive group,38590,None,2019-10-25.18:13:04,2019-11-05.06:19:40,['9'],None,1,2.0
argparse: Specifying a whitespace-only help message to a positional arg triggers an IndexError when displaying --help,38584,4,2019-10-24.14:40:54,2019-10-25.00:12:05,['9'],None,1,4.0
The activate script in Windows is not correct for venvs created in git-bash,38583,None,2019-10-24.14:32:03,2020-04-15.05:32:32,['15'],None,1,5.0
re: backreference number in replace string can't >= 100,38582,None,2019-10-24.12:01:00,2019-10-26.02:37:05,['11'],None,1,16.0
'u' formatted arrays mostly prevent appends of 4 byte characters,38579,None,2019-10-24.10:31:24,2019-10-24.10:31:24,['9'],None,1,1.0
Child process deadlock in subprocess.Popen,38575,None,2019-10-24.07:38:39,2019-10-24.07:38:39,['9'],None,1,1.0
Not Implemented Error in stdLib HTMLParser,38573,None,2019-10-24.07:29:59,2019-10-24.07:54:30,['9'],None,1,2.0
Misleading AttributeError accessing fileno attribute in tarfile,38572,4,2019-10-24.06:55:32,2020-09-09.20:27:43,['9'],None,1,2.0
Unknown distribution option: 'license_files',38569,None,2019-10-23.19:57:44,2019-11-27.18:42:51,['3'],None,1,2.0
urllib.parse.unquote_plus raises incorrect error message when string parameter is bytes,38567,4,2019-10-23.17:45:50,2020-01-10.22:26:27,['9'],None,1,1.0
Description of '\w' behavior is vague in `re` documentation,38566,None,2019-10-23.16:28:38,2019-10-24.08:02:46,['4'],12260,1,3.0
test_asyncio: test_run_coroutine_threadsafe_with_timeout() has a race condition,38564,None,2019-10-23.14:44:20,2019-10-25.12:53:20,['12'],None,1,6.0
"multiprocessing.Queue fails intermittently with ""Broken pipe""",38561,None,2019-10-23.01:40:48,2019-10-23.01:40:48,['9'],None,1,1.0
A fatal error in test_descr,38554,4,2019-10-22.03:16:04,2019-10-22.22:32:52,['8'],None,1,3.0
Document functools.cached_property supports value updating and clearing,38553,None,2019-10-21.23:53:20,2019-10-22.03:16:10,"['4', '9']",12260,1,3.0
Colored Prompt broken in REPL in Windows in 3.8,38552,None,2019-10-21.18:22:57,2019-10-21.18:22:57,['15'],None,1,1.0
hashlib missing algorithms,38550,4,2019-10-21.16:00:04,2019-10-21.20:08:39,['5'],None,1,5.0
Compiler build paths and related environment variables are ignored for native builds,38549,None,2019-10-21.14:21:13,2019-10-21.14:35:20,['1'],None,1,3.0
Performance degradation of attribute accesses in Python 3.7.4,38541,None,2019-10-21.08:15:44,2019-10-29.07:34:04,['8'],None,1,3.0
dictobject dictviews don't return NotImplemented for unrecognized types.,38538,2,2019-10-20.15:32:28,2019-11-22.20:58:55,[],None,1,5.0
Offer suggestions on AttributeError,38530,4,2019-10-19.18:57:31,2020-01-14.15:04:18,['8'],None,1,25.0
ignore_dangling_symlinks in shutil.copytree does not apply recursively,38523,None,2019-10-18.22:29:15,2019-10-18.22:29:15,['9'],None,1,1.0
Py_USING_MEMORY_DEBUGGER is referenced in docs but not present in code,38522,None,2019-10-18.22:01:11,2019-10-20.17:20:29,['1'],None,1,2.0
There is no proper way to know if a process is the main one,38520,None,2019-10-18.20:48:15,2019-10-19.20:14:43,['9'],None,1,1.0
PEP 3132 -- Extended Iterable Unpacking inconsistent assignment of * variable,38516,None,2019-10-18.12:11:14,2019-10-18.12:41:04,['9'],None,1,2.0
pathlib's mkdir documentation improvement,38514,None,2019-10-18.10:00:46,2019-10-19.16:52:11,['4'],12260,1,1.0
bug of the v3.7 API document demo case code,38512,None,2019-10-18.09:33:13,2019-10-18.09:50:54,['11'],None,1,2.0
Multiprocessing does not work properly when using the trace module.,38511,None,2019-10-18.06:54:41,2019-10-18.11:46:53,['15'],None,1,2.0
build python with --enable-shared with static linked python against libpython*.a,38510,None,2019-10-17.20:55:39,2019-10-21.13:18:23,['1'],None,1,1.0
Insufficient description of relative imports in docs.python.org,38509,None,2019-10-17.16:38:32,2019-10-17.16:38:32,['4'],12260,1,1.0
Launcher for Windows (py.exe) may rank Python 3.xx (in the future) after 3.x,38506,4,2019-10-17.14:31:04,2020-02-05.02:58:15,['15'],None,1,2.0
Mock.call_args and Mock.call_args_list not propagated to parent Mock,38505,None,2019-10-17.12:23:54,2019-10-28.20:47:49,[],None,1,1.0
Wrong argument name in documentation for pipes.Template.open,38497,None,2019-10-16.08:13:45,2019-10-16.18:28:17,['4'],12260,1,2.0
print built-in function docs bug,38495,4,2019-10-16.07:36:41,2020-01-22.17:23:06,['4'],12260,1,6.0
"statistics: add covariance, Pearson's correlation, and simple linear regression",38490,4,2019-10-15.21:40:09,2020-10-05.16:35:49,['9'],9511,1,10.0
expat infinite loop,38487,None,2019-10-15.17:12:40,2019-10-15.17:12:40,['16'],None,1,1.0
Dead links in mailbox doc,38486,4,2019-10-15.16:02:16,2020-09-14.05:56:23,"['4', '29']",12260,1,2.0
BUG Modules/_io/texio.c,38485,None,2019-10-15.14:22:34,2019-10-15.15:42:43,['23'],None,1,1.0
HTMLParser.handle_starttag should mention that value can be None,38484,None,2019-10-15.12:37:14,2019-10-15.12:37:14,['4'],12260,1,1.0
BUG in codecs.BufferedIncrementalDecoder,38482,None,2019-10-15.08:21:30,2019-10-17.08:59:44,['9'],None,1,6.0
resource.setrlimit() should raise PermissionError,38480,4,2019-10-15.07:34:20,2019-10-15.16:12:16,['9'],None,1,2.0
GCC detection in setup.py is broken,38472,None,2019-10-14.12:28:34,2019-10-21.14:27:28,['1'],None,1,3.0
"_ProactorDatagramTransport: If close() is called when write buffer is not empty, the remaining data is not sent and connection_lost is not called",38471,4,2019-10-14.10:42:35,2019-10-20.13:33:15,"['15', '30']",None,1,1.0
3.8 Release Notes: document asyncio exception changes,38460,None,2019-10-13.12:20:54,2019-10-23.03:42:54,['4'],16198,1,5.0
Reduce the time test_subprocess takes to complete.,38456,4,2019-10-12.21:27:44,2020-10-20.17:33:23,['12'],252,1,8.0
test_listdir is failing on ubuntu with WSL,38454,None,2019-10-12.05:06:32,2020-03-17.02:41:17,['12'],None,1,3.0
os.path.exists() takes bool as argument and returns True,38445,None,2019-10-11.11:16:42,2020-09-22.06:20:54,['23'],15623,1,8.0
unavailable --with-universal-archs= macOS confgure options fail cryptically,38443,3,2019-10-11.07:53:54,2019-10-11.08:08:33,"['1', '10']",None,1,2.0
Possible new issues with IDLE,38440,None,2019-10-11.04:27:28,2019-11-12.06:42:58,['6'],155,1,17.0
Start the deprecation cycle for subprocess preexec_fn,38435,3,2019-10-10.18:18:17,2019-10-11.11:00:31,[],252,1,4.0
Memory leak in ThreadPoolExecutor + run_in_executor,38430,4,2019-10-10.09:41:34,2019-11-05.01:20:32,['30'],None,1,14.0
Can't gracefully ctrl+C multiprocessing pool on Python3 & Windows,38428,2,2019-10-10.08:35:51,2019-10-10.22:55:20,['15'],None,1,4.0
Issue URL on translated Python docs site is always pointed to English version,38427,None,2019-10-10.06:00:23,2019-10-10.07:18:07,['4'],12260,1,3.0
Event loop implementation docs advertise set_event_loop which doesn't work with asyncio.run,38423,None,2019-10-09.17:14:39,2020-01-27.15:18:48,"['4', '30']",12260,1,4.0
@asynccontextmanager decorated functions are not callable like @contextmanager,38415,4,2019-10-08.20:45:49,2019-10-08.20:57:33,['9'],None,1,1.0
"Remove or change ""Multithreading"" section",38413,4,2019-10-08.19:30:42,2019-10-10.01:34:39,['4'],12260,1,2.0
SQLITE_MISUSE race condition in sqlite3 is misleadingly raised as a binding error,38411,None,2019-10-08.15:15:47,2019-10-08.16:08:32,['9'],None,1,1.0
__init_subclass__ causes TypeError when used with more standard library metaclasses (such as EnumMeta),38397,None,2019-10-07.16:06:40,2019-10-13.09:01:45,['9'],None,1,2.0
"time.get_clock_info reports ""adjustable=False"" for implementation=""CLOCK_MONOTONIC""",38394,None,2019-10-07.14:01:54,2019-10-07.14:11:43,['9'],None,1,2.0
building modules from 3.8.0rc1 fails in a venv when system 3.8 is present,38393,None,2019-10-07.13:27:24,2019-10-07.14:04:56,['1'],None,1,3.0
An assertion failure in test_pickle,38384,4,2019-10-06.13:39:09,2019-11-22.23:14:05,['5'],None,1,3.0
Possible wordcode optimization for STORE/LOAD pairs,38381,None,2019-10-05.22:23:55,2019-10-06.07:01:27,['8'],None,1,2.0
inspect.iscoroutinefunction / isgeneratorfunction / isasyncgenfunction can't handle  partialmethod objects,38364,4,2019-10-03.13:28:44,2020-06-07.12:59:45,['9'],None,1,1.0
Fix for bug 30378 regressed SysLogHandler by making it resolve addresses at initialization instead of in `.emit()`,38354,None,2019-10-02.21:32:12,2019-10-04.08:40:20,['9'],None,1,3.0
"In typing docs, note explicit import needed for IO and Pattern/Match",38352,None,2019-10-02.18:31:17,2019-10-04.10:24:29,['4'],12260,1,2.0
Email example using imaginary library installation error.,38349,None,2019-10-02.16:10:03,2019-10-05.16:15:18,['4'],12260,1,9.0
inspect: getmembers calls properties,38337,4,2019-10-01.12:01:59,2020-03-29.19:22:40,['9'],None,1,9.0
simplify overlaps function in ipaddress.py,38335,4,2019-10-01.11:43:43,2019-10-05.12:25:55,['9'],None,1,3.0
asyncio: MultiLoopWatcher has a race condition (test_asyncio: test_close_kill_running() hangs on AMD64 RHEL7 Refleaks 3.x),38323,4,2019-09-30.12:57:35,2020-10-18.21:58:04,"['12', '30']",None,1,32.0
Clarify unittest expectedFailure behaviour in the documentation,38320,4,2019-09-30.09:14:01,2020-10-19.21:28:13,"['4', '12']",12260,1,2.0
Issues linking with ncurses and tinfo (cannot resolve symbols),38318,None,2019-09-30.02:05:56,2019-10-02.23:57:38,['1'],None,1,4.0
Implement unix read_pipe.is_reading() method,38314,4,2019-09-29.11:22:13,2019-12-30.13:53:39,['30'],None,1,7.0
Avoid creating duplicate PATH entries with the macOS installer,38309,None,2019-09-28.18:40:52,2019-09-28.18:40:52,['1'],5248,1,1.0
Add optional weighting to statistics.harmonic_mean(),38308,None,2019-09-28.18:28:15,2019-10-05.08:58:13,['9'],9511,1,6.0
Provide Class' end line in pyclbr module,38307,4,2019-09-28.17:26:30,2019-10-18.13:10:07,['9'],None,1,2.0
[3.10] __pow__ and __rpow__ are not reached when __ipow__ returns NotImplemented for **=,38302,4,2019-09-27.21:55:15,2020-10-04.16:24:13,['8'],None,1,7.0
"build errors - latest ""git pull""",38299,None,2019-09-27.19:26:42,2019-09-27.19:26:42,['1'],None,1,1.0
test_relative_path of test_py_compile fails on macOS 10.15 Catalina,38295,4,2019-09-27.17:24:03,2019-12-19.01:50:10,"['10', '12']",None,1,13.0
Unclear status of the typing.io and typing.re pseudo-modules in docs and runtime,38291,None,2019-09-27.11:48:37,2019-09-27.20:09:08,"['4', '9']",12260,1,2.0
"Add an option to point to an additional ""site"" directory",38289,None,2019-09-26.17:59:03,2019-09-27.06:19:13,['9'],None,1,2.0
shutil.make_archive() should allow setting zipfile.ZipFile() 'strict_timestamps',38288,4,2019-09-26.16:43:50,2019-10-15.04:29:02,['9'],None,1,4.0
tempfile.TemporaryDirectory() should behave the same as a context manager as when used directly,38287,None,2019-09-26.16:29:50,2019-09-26.16:29:50,['9'],None,1,1.0
tarfile forgets set sgid when targetpath has it,38286,None,2019-09-26.14:12:19,2019-10-25.13:52:47,['9'],None,1,1.0
Asyncio BaseEventLoop can support socket types other than SOCK_STREAM,38285,None,2019-09-26.12:05:11,2019-11-05.14:25:35,['30'],None,1,18.0
sys._getframe(1).f_lineno changed behavior in 3.8,38283,None,2019-09-26.09:10:54,2019-09-26.15:01:17,['8'],None,1,8.0
"Need a more efficient way to perform dict.get(key, default)",38278,None,2019-09-25.14:35:17,2019-09-26.19:06:32,['8'],None,1,7.0
test_ssl: skip tests for disabled TLS/SSL versions,38275,4,2019-09-25.12:38:51,2019-09-26.20:54:37,['12'],3108,1,6.0
Tests: Avoid MD5 or check for MD5 availablity,38270,4,2019-09-25.10:09:58,2019-12-05.16:51:37,['12'],3108,1,10.0
Add thread timeout for loop.shutdown_default_executor,38267,4,2019-09-24.19:31:44,2019-09-24.20:23:27,[],None,1,1.0
Makefile appears broken - touching header causes no build,38264,None,2019-09-24.17:56:57,2019-09-24.17:58:39,['1'],None,1,2.0
[Windows] multiprocessing: DupHandle.detach() race condition on DuplicateHandle(DUPLICATE_CLOSE_SOURCE),38263,None,2019-09-24.10:36:39,2020-09-22.03:24:51,['9'],None,1,5.0
Tkinter CheckButton default label white in macOS dark mode,38261,None,2019-09-24.04:35:40,2019-09-24.06:55:02,"['10', '13']",5248,1,2.0
having a PriorityQueue in multiprocessing.queue module like in queue module would be a plus,38259,None,2019-09-23.14:43:00,2020-01-10.12:45:19,[],None,1,1.0
